name,price,stars,link
kit-kat-duos-mocha-barretta-al-cioccolato-con-crema-al-gusto-mocha-e-wafer-da-48g,"€2,49",5.00,/collections/snack-americani/products/kit-kat-duos-mocha-barretta-al-cioccolato-con-crema-al-gusto-mocha-e-wafer-da-48g
jelly-belly-10-mix-frutta-confezione-grande,"€3,49",4.00,/collections/snack-americani/products/jelly-belly-10-mix-frutta-confezione-grande
dr-pepper-vanilla,"€1,79",3.88,/collections/snack-americani/products/dr-pepper-vanilla
snickers-peanut-butter,"€2,49",4.82,/collections/snack-americani/products/snickers-peanut-butter
cadbury-crunchie-spread,"€5,99",4.50,/collections/snack-americani/products/cadbury-crunchie-spread
combos-cheddar-cheese-cracker,"€1,79",4.83,/collections/snack-americani/products/combos-cheddar-cheese-cracker
ferrero-hanuta-wafer-ripieno-di-crema-alla-nocciola-da-44g,"€1,49",5.00,/collections/snack-americani/products/ferrero-hanuta-wafer-ripieno-di-crema-alla-nocciola-da-44g
kit-kat-chuncky-peanut-butter-barretta-al-cioccolato-ripieno-di-burro-darachidi-da-42g,"€1,29",0.00,/collections/snack-americani/products/kit-kat-chuncky-peanut-butter-barretta-al-cioccolato-ripieno-di-burro-darachidi-da-42g
barretta-jack-links-beef-jerky-sweet-hot-carne-essiccata-da-22-5g,"€2,99",3.25,/collections/snack-americani/products/barretta-jack-links-beef-jerky-sweet-hot-carne-essiccata-da-22-5g
ferrero-hanuta-riegel-wafer-rivestito-da-cioccolato-da-34-5g,"€1,49",5.00,/collections/snack-americani/products/ferrero-hanuta-riegel-wafer-rivestito-da-cioccolato-da-34-5g
monster-cuba-libre-energy-drink-al-gusto-di-cuba-libre-da-355ml,"€5,99",0.00,/collections/snack-americani/products/monster-cuba-libre-energy-drink-al-gusto-di-cuba-libre-da-355ml
monster-energy-m3-energy-drink-super-concentrato-da-150ml,"€4,99",5.00,/collections/snack-americani/products/monster-energy-m3-energy-drink-super-concentrato-da-150ml
monster-ultra-black,"€3,99",5.00,/collections/snack-americani/products/monster-ultra-black
pop-tarts-frosted-chocolate-fudge,"€6,49",4.67,/collections/snack-americani/products/pop-tarts-frosted-chocolate-fudge
patriots-coated-peanut-bbq-arachidi-al-barbecue-da-30g,"€0,99",5.00,/collections/snack-americani/products/patriots-coated-peanut-bbq-arachidi-al-barbecue-da-30g
jack-links-beef-jerky-sweet-n-hot,"€2,99",4.20,/collections/snack-americani/products/jack-links-beef-jerky-sweet-n-hot
cow-tales-vanilla,"€0,99",5.00,/collections/snack-americani/products/cow-tales-vanilla
nesquik-banana,"€5,99",4.70,/collections/snack-americani/products/nesquik-banana
guacamole-old-el-paso-salsa-guacamole-a-base-di-avocado-da-320g,"€3,99",5.00,/collections/snack-americani/products/guacamole-old-el-paso-salsa-guacamole-a-base-di-avocado-da-320g
nesquik-strawberry,"€5,99",5.00,/collections/snack-americani/products/nesquik-strawberry
ocean-bomb-vegeta-cider-bevanda-al-limone-da-330ml,"€3,99",4.00,/collections/snack-americani/products/ocean-bomb-vegeta-cider-bevanda-al-limone-da-330ml
mallo-cup,"€1,99",4.80,/collections/snack-americani/products/mallo-cup
hostess-twinkies-banana,"€8,49",4.89,/collections/snack-americani/products/hostess-twinkies-banana
harry-potter-knight-bus-tin-with-chewy-candy-salvadanaio-con-allinterno-simboli-gommosi-alla-frutta-da-112g,"€19,90",5.00,/collections/snack-americani/products/harry-potter-knight-bus-tin-with-chewy-candy-salvadanaio-con-allinterno-simboli-gommosi-alla-frutta-da-112g
hersheys-sprinklesn-creme-barretta-di-cioccolato-bianco-con-pezzetti-di-zucchero-colorati-da-39g,"€1,79",5.00,/collections/snack-americani/products/hersheys-sprinklesn-creme-barretta-di-cioccolato-bianco-con-pezzetti-di-zucchero-colorati-da-39g
skittles-tropical-big-bag-confetti-alla-frutta-da-196g,"€2,99",5.00,/collections/snack-americani/products/skittles-tropical-big-bag-confetti-alla-frutta-da-196g
cadbury-caramel-spread,"€5,99",4.91,/collections/snack-americani/products/cadbury-caramel-spread
monster-energy-nitro-super-dry-energy-drink-azotato-con-taurina-e-ginseng-da-500ml,"€3,99",5.00,/collections/snack-americani/products/monster-energy-nitro-super-dry-energy-drink-azotato-con-taurina-e-ginseng-da-500ml
jack-links-beef-jerky-teriyaki,"€3,49",5.00,/collections/snack-americani/products/jack-links-beef-jerky-teriyaki
monster-energy-ultra-citron-energy-drink-al-limone-da-500ml,"€3,90",3.50,/collections/snack-americani/products/monster-energy-ultra-citron-energy-drink-al-limone-da-500ml
new-heroes-peanut-butter-crunchy-burro-darachidi-con-pezzi-da-250g,"€3,49",5.00,/collections/snack-americani/products/new-heroes-peanut-butter-crunchy-burro-darachidi-con-pezzi-da-250g
reeses-3-peanut-butter-cups-tortine-di-cioccolato-ripiene-di-burro-darachidi-da-51-gr,"€1,79",4.87,/collections/snack-americani/products/reeses-3-peanut-butter-cups-tortine-di-cioccolato-ripiene-di-burro-darachidi-da-51-gr
reeses-snack-cake-due-tortine-al-cioccolato-e-burro-darachidi-da-77g,"€2,99",0.00,/collections/snack-americani/products/reeses-snack-cake-due-tortine-al-cioccolato-e-burro-darachidi-da-77g
monster-loca-mocha-energizzante-al-caffe-da-443ml,"€5,99",4.00,/collections/snack-americani/products/monster-loca-mocha-energizzante-al-caffe-da-443ml
monster-mule-ginger-brew-energy-drink-al-ginger-da-473ml,"€3,49",5.00,/collections/snack-americani/products/monster-mule-ginger-brew-energy-drink-al-ginger-da-473ml
pop-tarts-frosted-smores,"€6,49",4.00,/collections/snack-americani/products/pop-tarts-frosted-smores
hersheys-cookiesncream,"€1,79",4.90,/collections/snack-americani/products/hersheys-cookiesncream
reeses-big-cup-with-pretzel-cioccolatini-al-burro-darachidi-da-36g,"€2,49",5.00,/collections/snack-americani/products/reeses-big-cup-with-pretzel-cioccolatini-al-burro-darachidi-da-36g
jack-links-beef-jerky-teriyaki-confezione-da-75-grammi,"€6,29",4.33,/collections/snack-americani/products/jack-links-beef-jerky-teriyaki-confezione-da-75-grammi
jack-links-beef-jerky-sweet-n-hot-confezione-da-75-grammi,"€6,99",4.78,/collections/snack-americani/products/jack-links-beef-jerky-sweet-n-hot-confezione-da-75-grammi
coca-cola-vanilla,"€1,69",4.74,/collections/snack-americani/products/coca-cola-vanilla
oreo-brownie,"€1,99",4.80,/collections/snack-americani/products/oreo-brownie
pop-tarts-cookies-and-creme,"€6,49",4.86,/collections/snack-americani/products/pop-tarts-cookies-and-creme
pringles-scorchin-bbq-patatine-piccanti-al-barbecue-da-158g,"€4,49",3.00,/collections/snack-americani/products/pringles-scorchin-bbq-patatine-piccanti-al-barbecue-da-158g
tre-lattine-coca-cola-vanilla,"
        €3,99
      ",4.50,/collections/snack-americani/products/tre-lattine-coca-cola-vanilla
fanta-berry-soda,"€1,69",4.63,/collections/snack-americani/products/fanta-berry-soda
my-cousin-sciroppo-dacero-puro-grado-a,"€4,90",4.82,/collections/snack-americani/products/my-cousin-sciroppo-dacero-puro-grado-a
new-heroes-peanut-butter-creamy-burro-darachidi-da-250g,"€3,49",4.75,/collections/snack-americani/products/new-heroes-peanut-butter-creamy-burro-darachidi-da-250g
monster-java-mean-bean,"€5,99",4.91,/collections/snack-americani/products/monster-java-mean-bean
reeses-2-peanut-butter-cups,"€1,99",5.00,/collections/snack-americani/products/reeses-2-peanut-butter-cups
monster-ultra-gold-energy-drink-allananas-da-473ml,"€6,99",4.50,/collections/snack-americani/products/monster-ultra-gold-energy-drink-allananas-da-473ml
new-heroes-cookiesncream-crema-di-cioccolato-bianco-con-pezzetti-cookies-da-220g,"€4,99",5.00,/collections/snack-americani/products/new-heroes-cookiesncream-crema-di-cioccolato-bianco-con-pezzetti-cookies-da-220g
ferrero-hanuta-confezione-da-10-wafer-al-cioccolato-con-crema-alla-nocciola,"€5,99",4.50,/collections/snack-americani/products/ferrero-hanuta-confezione-da-10-wafer-al-cioccolato-con-crema-alla-nocciola
pringles-scorchin-chili-lime-patatine-piccanti-al-lime-da-158g,"€4,49",5.00,/collections/snack-americani/products/pringles-scorchin-chili-lime-patatine-piccanti-al-lime-da-158g
hostess-twinkies-confezione-da-10,"€8,99",4.67,/collections/snack-americani/products/hostess-twinkies-confezione-da-10
fanta-grape-soda,"€1,69",4.84,/collections/snack-americani/products/fanta-grape-soda
